,Bearing 1,Bearing 2,Bearing 3,Bearing 4
2004-02-12 10:52:39,0.06023896484375,0.074223486328125,0.08392221679687499,0.04444199218750001
2004-02-12 11:02:39,0.061453271484375,0.07384311523437499,0.08446240234374999,0.045081103515625005
2004-02-12 11:12:39,0.06136098632812501,0.075606396484375,0.08283671875,0.045118310546875005
2004-02-12 11:22:39,0.061668505859375,0.07328051757812501,0.084885693359375,0.044170654296875
2004-02-12 11:32:39,0.061943945312500005,0.07459233398437501,0.08262333984375,0.04465830078125001
2004-02-12 11:42:39,0.061231347656250004,0.07417060546875001,0.08202099609374999,0.043840087890625004
2004-02-12 11:52:39,0.062281347656250007,0.075808203125,0.08437338867187501,0.04427329101562501
2004-02-12 12:02:39,0.059892822265625,0.07511679687499999,0.084503955078125,0.04397231445312501
2004-02-12 12:12:39,0.062369384765625,0.0755072265625,0.082236474609375,0.044169970703125006
2004-02-12 12:22:39,0.06083764648437501,0.07464858398437499,0.080554345703125,0.04360444335937501
2004-02-12 12:32:39,0.061091308593750004,0.074829541015625,0.080785498046875,0.043522705078125
2004-02-12 12:42:39,0.06260361328125001,0.07549184570312499,0.08062187499999998,0.044678173828125
2004-02-12 12:52:39,0.06234145507812501,0.07560327148437501,0.08039472656249999,0.044246240234375
2004-02-12 13:02:39,0.06163056640625,0.07528203125000002,0.081001904296875,0.044686767578125
2004-02-12 13:12:39,0.061883496093750004,0.0759943359375,0.08330771484375,0.04455209960937501
2004-02-12 13:22:39,0.061244482421875,0.0740353515625,0.08016284179687501,0.043481640625000005
2004-02-12 13:32:39,0.061474462890625005,0.07533076171875,0.081758935546875,0.044155810546875
2004-02-12 13:42:39,0.061842382812500006,0.07581826171874999,0.08150869140624999,0.04355419921875
2004-02-12 13:52:39,0.062211376953124994,0.075918896484375,0.080891845703125,0.0439259765625
2004-02-12 14:02:39,0.062623291015625,0.076409326171875,0.082297509765625,0.04376416015625001
2004-02-12 14:12:39,0.062512646484375,0.07490590820312501,0.08181030273437499,0.043430175781250004
2004-02-12 14:22:39,0.06260395507812501,0.07651123046875001,0.081138330078125,0.045041406250000006
2004-02-12 14:32:39,0.06244741210937501,0.07664794921875,0.0835732421875,0.044516748046875006
2004-02-12 14:42:39,0.061328759765625004,0.075148046875,0.082571435546875,0.04414335937500001
2004-02-12 14:52:39,0.06144902343750001,0.076665869140625,0.08087377929687499,0.043865966796875
2004-02-12 15:02:39,0.0612880859375,0.075561572265625,0.082174658203125,0.04417895507812501
2004-02-12 15:12:39,0.06190380859375,0.07515419921875002,0.082513525390625,0.04384360351562501
2004-02-12 15:22:39,0.06188974609375001,0.075881396484375,0.08026474609374998,0.04373535156250001
2004-02-12 15:32:39,0.06172607421875,0.075646826171875,0.081356884765625,0.043280371093750006
2004-02-12 15:42:39,0.063207958984375,0.07551503906250001,0.08135029296875,0.04509169921875
2004-02-12 15:52:39,0.060691357421875,0.07611416015625001,0.080070263671875,0.044029833984375
2004-02-12 16:02:39,0.062273437499999994,0.07644072265624999,0.08200498046875,0.044521337890625
2004-02-12 16:12:39,0.0615251953125,0.077321630859375,0.0834173828125,0.04420649414062501
2004-02-12 16:22:39,0.061505615234375,0.07580903320312501,0.0793544921875,0.044172949218750014
2004-02-12 16:32:39,0.060628320312500004,0.07618530273437499,0.08224033203125,0.044367431640624996
2004-02-12 16:42:39,0.062685400390625,0.076527783203125,0.08133125000000001,0.044789111328125
2004-02-12 16:52:39,0.06121889648437501,0.075747705078125,0.08236689453125,0.04438125
2004-02-12 17:02:39,0.061414404296875,0.076755224609375,0.08167958984375,0.045032080078125
2004-02-12 17:12:39,0.061577539062500006,0.07701552734375,0.081989208984375,0.044673095703125006
2004-02-12 17:22:39,0.06191557617187501,0.075827490234375,0.08108427734374998,0.044193994140625005
2004-02-12 17:32:39,0.061147216796875,0.0754916015625,0.079661767578125,0.0436552734375
2004-02-12 17:42:39,0.0614578125,0.07510683593749999,0.07858828125,0.0442091796875
2004-02-12 17:52:39,0.06138168945312501,0.07671152343750001,0.081844482421875,0.04396962890625001
2004-02-12 18:02:39,0.060115380859375,0.07534951171875001,0.081258740234375,0.044294726562500004
2004-02-12 18:12:39,0.062267724609375005,0.07608276367187501,0.08218564453125,0.04443549804687501
2004-02-12 18:22:39,0.060795263671875,0.07491430664062501,0.08278334960937499,0.044283837890625004
2004-02-12 18:32:39,0.06178398437500001,0.07634487304687501,0.0812828125,0.044675927734374996
2004-02-12 18:42:39,0.060625000000000005,0.074740771484375,0.07950488281250001,0.04378247070312501
2004-02-12 18:52:39,0.061513964843750005,0.0766935546875,0.08101669921875,0.0445408203125
2004-02-12 19:02:39,0.061633935546875,0.07628876953125001,0.08007553710937501,0.044698974609375004
2004-02-12 19:12:39,0.06239111328125,0.07597148437499998,0.08020952148437499,0.04393095703125001
2004-02-12 19:22:39,0.06057890625000001,0.07613872070312501,0.07999404296875001,0.045377880859375
2004-02-12 19:32:39,0.06034692382812501,0.074786767578125,0.0813240234375,0.043911962890625
2004-02-12 19:42:39,0.061459423828125005,0.07620888671875001,0.081614892578125,0.044705078125000006
2004-02-12 19:52:39,0.060919775390625,0.076059326171875,0.080233984375,0.043868945312500005
2004-02-12 20:02:39,0.06096416015625,0.07527646484375,0.0794787109375,0.043129248046875
2004-02-12 20:12:39,0.06019912109375001,0.074812158203125,0.07934960937499999,0.04292387695312501
2004-02-12 20:22:39,0.061614990234375,0.07698813476562501,0.081461328125,0.043104785156250006
2004-02-12 20:32:39,0.062090917968750006,0.075837109375,0.08092783203125,0.044374267578125
2004-02-12 20:42:39,0.06078271484375001,0.07589057617187499,0.08136718750000001,0.043353076171875005
2004-02-12 20:52:39,0.062264160156250005,0.07571538085937501,0.08127578124999998,0.04516005859375001
2004-02-12 21:02:39,0.06065493164062501,0.076351123046875,0.079166796875,0.044336669921875
2004-02-12 21:12:39,0.060836083984375,0.07514970703125001,0.080728125,0.04398735351562501
2004-02-12 21:22:39,0.06068061523437501,0.076042822265625,0.079276611328125,0.044346142578125004
2004-02-12 21:32:39,0.060812451171875004,0.07616796875000001,0.0813716796875,0.043722412109375004
2004-02-12 21:42:39,0.060510986328125,0.07612978515625,0.08050263671874999,0.043657666015625006
2004-02-12 21:52:39,0.060512841796874994,0.07632724609375,0.080492431640625,0.04317763671875001
2004-02-12 22:02:39,0.060746484375,0.076048974609375,0.080589306640625,0.04435791015625
2004-02-12 22:12:39,0.059399853515625003,0.074861376953125,0.079829443359375,0.04402412109375001
2004-02-12 22:22:39,0.06052802734375,0.07673291015625001,0.08193452148437501,0.044243603515625
2004-02-12 22:32:39,0.060770068359375005,0.07572387695312502,0.08063427734375,0.045050341796875004
